Indicator,Company,Year,Value,Category,Category 2
Short-term ratio,HAD,2021,3.51,Ratios,Liquidity ratios
Short-term ratio,HAD,2022,3.84,Ratios,Liquidity ratios
Short-term ratio,THB,2020,1.44,Ratios,Liquidity ratios
Short-term ratio,THB,2021,1.63,Ratios,Liquidity ratios
Short-term ratio,THB,2022,1.63,Ratios,Liquidity ratios
Short-term ratio,VDL,2020,9.52,Ratios,Liquidity ratios
Short-term ratio,VDL,2021,6.1,Ratios,Liquidity ratios
Short-term ratio,VDL,2022,8.89,Ratios,Liquidity ratios
Short-term ratio,HAT,2020,0.94,Ratios,Liquidity ratios
Short-term ratio,HAT,2021,1.04,Ratios,Liquidity ratios
Short-term ratio,HAT,2022,1.29,Ratios,Liquidity ratios
Short-term receivables/Short-term assets,BHN,2020,8.54,Ratios,Short-term asset structure
Short-term receivables/Short-term assets,BHN,2021,8.71,Ratios,Short-term asset structure
Short-term receivables/Short-term assets,BHN,2022,8.95,Ratios,Short-term asset structure
Short-term receivables/Short-term assets,SAB,2020,3.03,Ratios,Short-term asset structure
Short-term receivables/Short-term assets,SAB,2021,2.05,Ratios,Short-term asset structure
Short-term receivables/Short-term assets,SAB,2022,3.34,Ratios,Short-term asset structure
Short-term receivables/Short-term assets,SCD,2020,11.81,Ratios,Short-term asset structure
Short-term receivables/Short-term assets,SCD,2021,22.76,Ratios,Short-term asset structure
Short-term receivables/Short-term assets,SCD,2022,28.29,Ratios,Short-term asset structure
Short-term receivables/Short-term assets,SMB,2020,22.56,Ratios,Short-term asset structure
Short-term receivables/Short-term assets,SMB,2021,7.19,Ratios,Short-term asset structure
Short-term receivables/Short-term assets,SMB,2022,6.53,Ratios,Short-term asset structure
Short-term receivables/Short-term assets,VCF,2020,72.41,Ratios,Short-term asset structure
Short-term receivables/Short-term assets,VCF,2021,8.72,Ratios,Short-term asset structure
Short-term receivables/Short-term assets,VCF,2022,66.39,Ratios,Short-term asset structure
Short-term receivables/Short-term assets,HAD,2020,0.72,Ratios,Short-term asset structure
Short-term receivables/Short-term assets,HAD,2021,0.6,Ratios,Short-term asset structure
Short-term receivables/Short-term assets,HAD,2022,1.67,Ratios,Short-term asset structure
Short-term receivables/Short-term assets,THB,2020,37.96,Ratios,Short-term asset structure
Short-term receivables/Short-term assets,THB,2021,35.37,Ratios,Short-term asset structure
Short-term receivables/Short-term assets,THB,2022,52.28,Ratios,Short-term asset structure
Short-term receivables/Short-term assets,VDL,2020,25.74,Ratios,Short-term asset structure
Short-term receivables/Short-term assets,VDL,2021,12.23,Ratios,Short-term asset structure
Short-term receivables/Short-term assets,VDL,2022,11.27,Ratios,Short-term asset structure
Short-term receivables/Short-term assets,HAT,2020,5.14,Ratios,Short-term asset structure
Short-term receivables/Short-term assets,HAT,2021,10.07,Ratios,Short-term asset structure
Short-term receivables/Short-term assets,HAT,2022,13.59,Ratios,Short-term asset structure
Tangible fixed assets/Fixed assets,BHN,2020,97.09,Ratios,Long-term asset structure
Tangible fixed assets/Fixed assets,BHN,2021,95.57,Ratios,Long-term asset structure
Tangible fixed assets/Fixed assets,BHN,2022,95.47,Ratios,Long-term asset structure
Tangible fixed assets/Fixed assets,SAB,2020,77.0,Ratios,Long-term asset structure
Tangible fixed assets/Fixed assets,SAB,2021,74.99,Ratios,Long-term asset structure
Tangible fixed assets/Fixed assets,SAB,2022,75.62,Ratios,Long-term asset structure
Tangible fixed assets/Fixed assets,SCD,2020,2.51,Ratios,Long-term asset structure
Tangible fixed assets/Fixed assets,SCD,2021,4.71,Ratios,Long-term asset structure
Tangible fixed assets/Fixed assets,SCD,2022,24.63,Ratios,Long-term asset structure
Tangible fixed assets/Fixed assets,SMB,2020,99.82,Ratios,Long-term asset structure
Tangible fixed assets/Fixed assets,SMB,2021,99.83,Ratios,Long-term asset structure
Tangible fixed assets/Fixed assets,SMB,2022,99.83,Ratios,Long-term asset structure
Tangible fixed assets/Fixed assets,VCF,2020,99.93,Ratios,Long-term asset structure
Tangible fixed assets/Fixed assets,VCF,2021,99.95,Ratios,Long-term asset structure
Tangible fixed assets/Fixed assets,VCF,2022,99.98,Ratios,Long-term asset structure
Tangible fixed assets/Fixed assets,HAD,2020,95.31,Ratios,Long-term asset structure
Tangible fixed assets/Fixed assets,HAD,2021,94.09,Ratios,Long-term asset structure
Tangible fixed assets/Fixed assets,HAD,2022,93.09,Ratios,Long-term asset structure
Tangible fixed assets/Fixed assets,THB,2020,94.26,Ratios,Long-term asset structure
Tangible fixed assets/Fixed assets,THB,2021,91.98,Ratios,Long-term asset structure
Tangible fixed assets/Fixed assets,THB,2022,93.3,Ratios,Long-term asset structure
Tangible fixed assets/Fixed assets,VDL,2020,100.0,Ratios,Long-term asset structure
Tangible fixed assets/Fixed assets,VDL,2021,100.0,Ratios,Long-term asset structure
Tangible fixed assets/Fixed assets,VDL,2022,100.0,Ratios,Long-term asset structure
Tangible fixed assets/Fixed assets,HAT,2020,95.92,Ratios,Long-term asset structure
Tangible fixed assets/Fixed assets,HAT,2021,97.18,Ratios,Long-term asset structure
Tangible fixed assets/Fixed assets,HAT,2022,98.75,Ratios,Long-term asset structure
Total asset turnover,BHN,2020,0.96,Ratios,Efficiency ratios
Total asset turnover,BHN,2021,0.94,Ratios,Efficiency ratios
Total asset turnover,BHN,2022,1.17,Ratios,Efficiency ratios
Total asset turnover,SAB,2020,1.03,Ratios,Efficiency ratios
Total asset turnover,SAB,2021,0.91,Ratios,Efficiency ratios
Total asset turnover,SAB,2022,1.08,Ratios,Efficiency ratios
Total asset turnover,SCD,2020,0.49,Ratios,Efficiency ratios
Total asset turnover,SCD,2021,0.34,Ratios,Efficiency ratios
Total asset turnover,SCD,2022,0.35,Ratios,Efficiency ratios
Total asset turnover,SMB,2020,1.51,Ratios,Efficiency ratios
Total asset turnover,SMB,2021,1.37,Ratios,Efficiency ratios
Total asset turnover,SMB,2022,1.45,Ratios,Efficiency ratios
Total asset turnover,VCF,2020,1.33,Ratios,Efficiency ratios
Total asset turnover,VCF,2021,1.09,Ratios,Efficiency ratios
Total asset turnover,VCF,2022,1.09,Ratios,Efficiency ratios
Total asset turnover,HAD,2020,1.54,Ratios,Efficiency ratios
Total asset turnover,HAD,2021,1.39,Ratios,Efficiency ratios
Total asset turnover,HAD,2022,1.64,Ratios,Efficiency ratios
Total asset turnover,THB,2020,4.71,Ratios,Efficiency ratios
Total asset turnover,THB,2021,4.25,Ratios,Efficiency ratios
Total asset turnover,THB,2022,5.18,Ratios,Efficiency ratios
Total asset turnover,VDL,2020,1.21,Ratios,Efficiency ratios
Total asset turnover,VDL,2021,1.06,Ratios,Efficiency ratios
Total asset turnover,VDL,2022,0.84,Ratios,Efficiency ratios
Total asset turnover,HAT,2020,4.83,Ratios,Efficiency ratios
Total asset turnover,HAT,2021,3.11,Ratios,Efficiency ratios
Total asset turnover,HAT,2022,7.15,Ratios,Efficiency ratios
Total assets,BHN,2020,-1.13,Ratios,Growth rates
Total assets,BHN,2021,-7.76,Ratios,Growth rates
Total assets,BHN,2022,2.05,Ratios,Growth rates
Total assets,SAB,2020,1.53,Ratios,Growth rates
Total assets,SAB,2021,11.37,Ratios,Growth rates
Total assets,SAB,2022,13.05,Ratios,Growth rates
Total assets,SCD,2020,65.53,Ratios,Growth rates
Total assets,SCD,2021,-9.37,Ratios,Growth rates
Total assets,SCD,2022,60.95,Ratios,Growth rates
Total assets,SMB,2020,0.83,Ratios,Growth rates
Total assets,SMB,2021,16.54,Ratios,Growth rates
Total assets,SMB,2022,4.42,Ratios,Growth rates
Total assets,VCF,2020,-4.2,Ratios,Growth rates
Total assets,VCF,2021,-8.73,Ratios,Growth rates
Total assets,VCF,2022,8.26,Ratios,Growth rates
Total assets,HAD,2020,-8.75,Ratios,Growth rates
Total assets,HAD,2021,-3.31,Ratios,Growth rates
Total assets,HAD,2022,5.19,Ratios,Growth rates
Total assets,THB,2020,2.63,Ratios,Growth rates
Total assets,THB,2021,1.8,Ratios,Growth rates
Total assets,THB,2022,1.74,Ratios,Growth rates
Total assets,VDL,2020,-16.8,Ratios,Growth rates
Total assets,VDL,2021,6.88,Ratios,Growth rates
Total assets,VDL,2022,-10.54,Ratios,Growth rates
Total assets,HAT,2020,5.38,Ratios,Growth rates
Total assets,HAT,2021,-20.46,Ratios,Growth rates
Total assets,HAT,2022,36.53,Ratios,Growth rates
Trailing EPS,BHN,2020,2831.53,Ratios,Valuation ratios
Trailing EPS,BHN,2021,1313.43,Ratios,Valuation ratios
Trailing EPS,BHN,2022,1996.76,Ratios,Valuation ratios
Trailing EPS,SAB,2020,7365.72,Ratios,Valuation ratios
Trailing EPS,SAB,2021,5734.23,Ratios,Valuation ratios
Trailing EPS,SAB,2022,8145.96,Ratios,Valuation ratios
Trailing EPS,SCD,2020,404.3,Ratios,Valuation ratios
Trailing EPS,SCD,2021,-4198.53,Ratios,Valuation ratios
Trailing EPS,SCD,2022,-5742.75,Ratios,Valuation ratios
Trailing EPS,SMB,2020,5320.97,Ratios,Valuation ratios
Trailing EPS,SMB,2021,5316.82,Ratios,Valuation ratios
Trailing EPS,SMB,2022,6189.46,Ratios,Valuation ratios
Trailing EPS,VCF,2020,27224.42,Ratios,Valuation ratios
Trailing EPS,VCF,2021,16134.28,Ratios,Valuation ratios
Trailing EPS,VCF,2022,12005.91,Ratios,Valuation ratios
Trailing EPS,HAD,2020,2069.43,Ratios,Valuation ratios
Trailing EPS,HAD,2021,787.7,Ratios,Valuation ratios
Trailing EPS,HAD,2022,2632.78,Ratios,Valuation ratios
Trailing EPS,THB,2020,269.41,Ratios,Valuation ratios
Trailing EPS,THB,2021,490.61,Ratios,Valuation ratios
Trailing EPS,THB,2022,874.11,Ratios,Valuation ratios
Trailing EPS,VDL,2020,781.26,Ratios,Valuation ratios
Trailing EPS,VDL,2021,222.07,Ratios,Valuation ratios
Trailing EPS,VDL,2022,-1111.21,Ratios,Valuation ratios
Trailing EPS,HAT,2020,2826.87,Ratios,Valuation ratios
Trailing EPS,HAT,2021,341.11,Ratios,Valuation ratios
Trailing EPS,HAT,2022,5893.23,Ratios,Valuation ratios
   A. SHORT-TERM ASSETS,SAB,2020,19513.0,ASSETS,   A. SHORT-TERM ASSETS
   A. SHORT-TERM ASSETS,SAB,2021,22877.0,ASSETS,   A. SHORT-TERM ASSETS
   A. SHORT-TERM ASSETS,SAB,2022,26860.0,ASSETS,   A. SHORT-TERM ASSETS
    I. Cash and cash equivalents,SAB,2020,2726.0,ASSETS,   A. SHORT-TERM ASSETS
    I. Cash and cash equivalents,SAB,2021,3606.0,ASSETS,   A. SHORT-TERM ASSETS
    I. Cash and cash equivalents,SAB,2022,4069.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Cash,SAB,2020,844.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Cash,SAB,2021,685.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Cash,SAB,2022,985.0,ASSETS,   A. SHORT-TERM ASSETS
    2. Cash equivalents,SAB,2020,1882.0,ASSETS,   A. SHORT-TERM ASSETS
    2. Cash equivalents,SAB,2021,2921.0,ASSETS,   A. SHORT-TERM ASSETS
    2. Cash equivalents,SAB,2022,3084.0,ASSETS,   A. SHORT-TERM ASSETS
    II. Short-term financial investments,SAB,2020,14547.0,ASSETS,   A. SHORT-TERM ASSETS
    II. Short-term financial investments,SAB,2021,16991.0,ASSETS,   A. SHORT-TERM ASSETS
    II. Short-term financial investments,SAB,2022,19411.0,ASSETS,   A. SHORT-TERM ASSETS
    3. Held to maturity investments,SAB,2020,14547.0,ASSETS,   A. SHORT-TERM ASSETS
    3. Held to maturity investments,SAB,2021,16991.0,ASSETS,   A. SHORT-TERM ASSETS
    3. Held to maturity investments,SAB,2022,19411.0,ASSETS,   A. SHORT-TERM ASSETS
    III. Short-term receivables,SAB,2020,591.0,ASSETS,   A. SHORT-TERM ASSETS
    III. Short-term receivables,SAB,2021,468.0,ASSETS,   A. SHORT-TERM ASSETS
    III. Short-term receivables,SAB,2022,898.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term trade accounts receivable,SAB,2020,69.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term trade accounts receivable,SAB,2021,101.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term trade accounts receivable,SAB,2022,338.0,ASSETS,   A. SHORT-TERM ASSETS
    2. Short-term prepayments to suppliers,SAB,2020,164.0,ASSETS,   A. SHORT-TERM ASSETS
    2. Short-term prepayments to suppliers,SAB,2021,30.0,ASSETS,   A. SHORT-TERM ASSETS
    2. Short-term prepayments to suppliers,SAB,2022,68.0,ASSETS,   A. SHORT-TERM ASSETS
    6. Other short-term receivables,SAB,2020,700.0,ASSETS,   A. SHORT-TERM ASSETS
    6. Other short-term receivables,SAB,2021,679.0,ASSETS,   A. SHORT-TERM ASSETS
    6. Other short-term receivables,SAB,2022,787.0,ASSETS,   A. SHORT-TERM ASSETS
    7. Provision for short-term doubtful debts (*),SAB,2020,-342.0,ASSETS,   A. SHORT-TERM ASSETS
    7. Provision for short-term doubtful debts (*),SAB,2021,-342.0,ASSETS,   A. SHORT-TERM ASSETS
    7. Provision for short-term doubtful debts (*),SAB,2022,-296.0,ASSETS,   A. SHORT-TERM ASSETS
    IV. Inventories,SAB,2020,1447.0,ASSETS,   A. SHORT-TERM ASSETS
    IV. Inventories,SAB,2021,1668.0,ASSETS,   A. SHORT-TERM ASSETS
    IV. Inventories,SAB,2022,2194.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Inventories,SAB,2020,1525.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Inventories,SAB,2021,1756.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Inventories,SAB,2022,2272.0,ASSETS,   A. SHORT-TERM ASSETS
    2. Provision for decline in value of inventories,SAB,2020,-78.0,ASSETS,   A. SHORT-TERM ASSETS
    2. Provision for decline in value of inventories,SAB,2021,-88.0,ASSETS,   A. SHORT-TERM ASSETS
    2. Provision for decline in value of inventories,SAB,2022,-79.0,ASSETS,   A. SHORT-TERM ASSETS
    V. Other short-term assets,SAB,2020,202.0,ASSETS,   A. SHORT-TERM ASSETS
    V. Other short-term assets,SAB,2021,143.0,ASSETS,   A. SHORT-TERM ASSETS
    V. Other short-term assets,SAB,2022,288.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term prepayments,SAB,2020,144.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term prepayments,SAB,2021,89.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term prepayments,SAB,2022,182.0,ASSETS,   A. SHORT-TERM ASSETS
    2. Value added tax to be reclaimed,SAB,2020,22.0,ASSETS,   A. SHORT-TERM ASSETS
    2. Value added tax to be reclaimed,SAB,2021,25.0,ASSETS,   A. SHORT-TERM ASSETS
    2. Value added tax to be reclaimed,SAB,2022,83.0,ASSETS,   A. SHORT-TERM ASSETS
    3. Taxes and other receivables from state authorities,SAB,2020,36.0,ASSETS,   A. SHORT-TERM ASSETS
    3. Taxes and other receivables from state authorities,SAB,2021,29.0,ASSETS,   A. SHORT-TERM ASSETS
    3. Taxes and other receivables from state authorities,SAB,2022,23.0,ASSETS,   A. SHORT-TERM ASSETS
   B. LONG-TERM ASSETS,SAB,2020,7862.0,ASSETS,   B. LONG-TERM ASSETS
   B. LONG-TERM ASSETS,SAB,2021,7610.0,ASSETS,   B. LONG-TERM ASSETS
   B. LONG-TERM ASSETS,SAB,2022,7605.0,ASSETS,   B. LONG-TERM ASSETS
    I. Long-term receivables,SAB,2020,12.0,ASSETS,   B. LONG-TERM ASSETS
    I. Long-term receivables,SAB,2021,13.0,ASSETS,   B. LONG-TERM ASSETS
    I. Long-term receivables,SAB,2022,38.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term trade receivables,SAB,2020,6.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term trade receivables,SAB,2021,6.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term trade receivables,SAB,2022,6.0,ASSETS,   B. LONG-TERM ASSETS
    5. Long-term loan receivables,SAB,2020,4.0,ASSETS,   B. LONG-TERM ASSETS
    5. Long-term loan receivables,SAB,2021,4.0,ASSETS,   B. LONG-TERM ASSETS
    6. Other long-term receivables,SAB,2020,41.0,ASSETS,   B. LONG-TERM ASSETS
    6. Other long-term receivables,SAB,2021,42.0,ASSETS,   B. LONG-TERM ASSETS
    6. Other long-term receivables,SAB,2022,46.0,ASSETS,   B. LONG-TERM ASSETS
    7. Provision for long-term doubtful debts,SAB,2020,-39.0,ASSETS,   B. LONG-TERM ASSETS
    7. Provision for long-term doubtful debts,SAB,2021,-39.0,ASSETS,   B. LONG-TERM ASSETS
    7. Provision for long-term doubtful debts,SAB,2022,-14.0,ASSETS,   B. LONG-TERM ASSETS
    II. Fixed assets,SAB,2020,4875.0,ASSETS,   B. LONG-TERM ASSETS
    II. Fixed assets,SAB,2021,4402.0,ASSETS,   B. LONG-TERM ASSETS
    II. Fixed assets,SAB,2022,4455.0,ASSETS,   B. LONG-TERM ASSETS
     1. Tangible fixed assets,SAB,2020,3753.0,ASSETS,   B. LONG-TERM ASSETS
     1. Tangible fixed assets,SAB,2021,3301.0,ASSETS,   B. LONG-TERM ASSETS
     1. Tangible fixed assets,SAB,2022,3369.0,ASSETS,   B. LONG-TERM ASSETS
      - Cost,SAB,2020,10775.0,ASSETS,   B. LONG-TERM ASSETS
      - Cost,SAB,2021,10847.0,ASSETS,   B. LONG-TERM ASSETS
      - Cost,SAB,2022,11440.0,ASSETS,   B. LONG-TERM ASSETS
      - Accumulated depreciation,SAB,2020,-7022.0,ASSETS,   B. LONG-TERM ASSETS
      - Accumulated depreciation,SAB,2021,-7546.0,ASSETS,   B. LONG-TERM ASSETS
      - Accumulated depreciation,SAB,2022,-8071.0,ASSETS,   B. LONG-TERM ASSETS
     2. Financial leased fixed assets,SAB,2020,178.0,ASSETS,   B. LONG-TERM ASSETS
     2. Financial leased fixed assets,SAB,2021,167.0,ASSETS,   B. LONG-TERM ASSETS
     2. Financial leased fixed assets,SAB,2022,162.0,ASSETS,   B. LONG-TERM ASSETS
      - Cost,SAB,2020,179.0,ASSETS,   B. LONG-TERM ASSETS
      - Cost,SAB,2021,174.0,ASSETS,   B. LONG-TERM ASSETS
      - Cost,SAB,2022,174.0,ASSETS,   B. LONG-TERM ASSETS
      - Accumulated depreciation,SAB,2020,-1.0,ASSETS,   B. LONG-TERM ASSETS
      - Accumulated depreciation,SAB,2021,-6.0,ASSETS,   B. LONG-TERM ASSETS
      - Accumulated depreciation,SAB,2022,-11.0,ASSETS,   B. LONG-TERM ASSETS
     3. Intangible fixed assets,SAB,2020,943.0,ASSETS,   B. LONG-TERM ASSETS
     3. Intangible fixed assets,SAB,2021,933.0,ASSETS,   B. LONG-TERM ASSETS
     3. Intangible fixed assets,SAB,2022,924.0,ASSETS,   B. LONG-TERM ASSETS
